time,strain
6.466990553,3.02E-06
6.468943797,3.20E-06
6.470897041,3.17E-06
6.472850285,2.66E-06
6.474803529,2.11E-06
6.476756773,2.50E-06
6.478710018,2.58E-06
6.480663262,2.68E-06
6.482616506,3.19E-06
6.48456975,3.79E-06
6.486522994,3.20E-06
6.488476238,3.03E-06
6.490429482,3.00E-06
6.492382726,2.67E-06
6.49433597,2.17E-06
6.496289214,2.78E-06
6.498242458,3.04E-06
6.500195702,3.29E-06
6.502148946,3.49E-06
6.50410219,3.98E-06
6.506055434,3.44E-06
6.508008678,3.24E-06
6.509961922,3.21E-06
6.511915166,3.16E-06
6.51386841,2.61E-06
6.515821655,2.93E-06
6.517774899,3.25E-06
6.519728143,3.41E-06
6.521681387,3.52E-06
6.523634631,4.34E-06
6.525587875,3.93E-06
6.527541119,3.85E-06
6.529494363,3.52E-06
6.531447607,3.60E-06
6.533400851,2.75E-06
6.535354095,2.99E-06
6.537307339,3.42E-06
6.539260583,3.70E-06
6.541213827,3.79E-06
6.543167071,4.71E-06
6.545120315,4.61E-06
6.547073559,4.12E-06
6.549026803,3.86E-06
6.550980047,3.85E-06
6.552933292,3.50E-06
6.554886536,3.32E-06
6.55683978,3.94E-06
6.558793024,4.08E-06
6.560746268,3.94E-06
6.562699512,4.43E-06
6.564652756,5.05E-06
6.566606,4.53E-06
6.568559244,4.35E-06
6.570512488,4.16E-06
6.572465732,4.26E-06
6.574418976,3.93E-06
6.57637222,3.92E-06
6.578325464,3.84E-06
6.580278708,3.81E-06
6.582231952,4.31E-06
6.584185196,5.87E-06
6.58613844,5.69E-06
6.588091684,5.21E-06
6.590044929,4.67E-06
6.591998173,4.27E-06
6.593951417,3.19E-06
6.595904661,3.41E-06
6.597857905,4.08E-06
6.599811149,4.42E-06
6.601764393,4.36E-06
6.603717637,5.38E-06
6.605670881,5.43E-06
6.607624125,4.85E-06
6.609577369,5.42E-06
6.611530613,5.45E-06
6.613483857,3.83E-06
6.615437101,3.05E-06
6.617390345,3.48E-06
6.619343589,4.53E-06
6.621296833,5.04E-06
6.623250077,5.07E-06
6.625203321,6.77E-06
6.627156566,6.65E-06
6.62910981,5.65E-06
6.631063054,4.96E-06
6.633016298,5.82E-06
6.634969542,4.17E-06
6.636922786,4.46E-06
6.63887603,3.86E-06
6.640829274,3.52E-06
6.642782518,3.60E-06
6.644735762,5.50E-06
6.646689006,6.27E-06
6.64864225,6.63E-06
6.650595494,7.40E-06
6.652548738,7.18E-06
6.654501982,4.95E-06
6.656455226,5.21E-06
6.65840847,3.96E-06
6.660361714,2.98E-06
6.662314958,3.69E-06
6.664268203,5.08E-06
6.666221447,5.76E-06
6.668174691,6.09E-06
6.670127935,5.88E-06
6.672081179,5.00E-06
6.674034423,4.80E-06
6.675987667,5.05E-06
6.677940911,5.29E-06
6.679894155,4.43E-06
6.681847399,3.66E-06
6.683800643,3.69E-06
6.685753887,2.80E-06
6.687707131,3.52E-06
6.689660375,4.09E-06
6.691613619,4.07E-06
6.693566863,3.73E-06
6.695520107,4.78E-06
6.697473351,4.01E-06
6.699426595,2.71E-06
6.70137984,1.54E-06
6.703333084,9.60E-07
6.705286328,5.65E-07
6.707239572,6.82E-07
6.709192816,8.90E-07
6.71114606,1.91E-06
6.713099304,-7.72E-08
6.715052548,-1.35E-06
6.717005792,-2.17E-06
6.718959036,-1.76E-06
6.72091228,-3.36E-06
6.722865524,-2.85E-06
6.724818768,-2.97E-06
6.726772012,-4.49E-06
6.728725256,-4.56E-06
6.7306785,-5.86E-06
6.732631744,-6.63E-06
6.734584988,-7.75E-06
6.736538232,-7.61E-06
6.738491477,-9.09E-06
6.740444721,-1.01E-05
6.742397965,-9.84E-06
6.744351209,-1.04E-05
6.746304453,-1.21E-05
6.748257697,-1.32E-05
6.750210941,-1.37E-05
6.752164185,-1.40E-05
6.754117429,-1.52E-05
6.756070673,-1.45E-05
6.758023917,-1.61E-05
6.759977161,-1.79E-05
6.761930405,-1.93E-05
6.763883649,-1.87E-05
6.765836893,-1.91E-05
6.767790137,-2.17E-05
6.769743381,-2.32E-05
6.771696625,-2.32E-05
6.773649869,-2.35E-05
6.775603114,-2.44E-05
6.777556358,-2.19E-05
6.779509602,-2.82E-05
6.781462846,-4.51E-05
6.78341609,-4.57E-05
6.785369334,-4.29E-05
6.787322578,-3.55E-05
6.789275822,-3.20E-05
6.791229066,-3.09E-05
6.79318231,-2.70E-05
6.795135554,-2.35E-05
6.797088798,-1.73E-05
6.799042042,-1.59E-05
6.800995286,-1.64E-05
6.80294853,-1.55E-05
6.804901774,-1.31E-05
6.806855018,-1.64E-05
6.808808262,-1.45E-05
6.810761506,-1.42E-05
6.812714751,-1.12E-05
6.814667995,-1.30E-05
6.816621239,-1.04E-05
6.818574483,-9.95E-06
6.820527727,-9.33E-06
6.822480971,-8.93E-06
6.824434215,-9.83E-06
6.826387459,-8.24E-06
6.828340703,-7.90E-06
6.830293947,-8.41E-06
6.832247191,-8.82E-06
6.834200435,-6.80E-06
6.836153679,-3.96E-06
6.838106923,-9.11E-07
6.840060167,4.96E-07
6.842013411,-7.08E-07
6.843966655,3.66E-07
6.845919899,1.95E-06
6.847873143,-1.07E-06
6.849826388,1.51E-06
6.851779632,-2.53E-07
6.853732876,1.11E-06
6.85568612,5.25E-07
6.857639364,3.52E-06
6.859592608,1.16E-06
6.861545852,1.43E-07
6.863499096,9.85E-08
6.86545234,1.73E-06
6.867405584,2.28E-06
6.869358828,1.11E-06
6.871312072,1.65E-06
6.873265316,1.69E-06
6.87521856,1.48E-06
6.877171804,2.83E-06
6.879125048,4.02E-06
6.881078292,4.34E-06
6.883031536,4.85E-06
6.88498478,5.39E-06
6.886938025,4.42E-06
6.888891269,1.15E-06
6.890844513,1.49E-06
6.892797757,-1.97E-07
6.894751001,1.28E-06
6.896704245,3.84E-07
6.898657489,1.90E-06
6.900610733,1.66E-06
6.902563977,5.21E-07
6.904517221,9.92E-07
6.906470465,-3.42E-07
6.908423709,-8.33E-07
6.910376953,-2.47E-06
6.912330197,-1.69E-06
6.914283441,-4.99E-06
6.916236685,-5.00E-06
6.918189929,-4.65E-06
6.920143173,-5.97E-06
6.922096417,-6.37E-06
6.924049662,-4.13E-06
6.926002906,-6.49E-06
6.92795615,-9.88E-06
6.929909394,-8.84E-06
6.931862638,-1.11E-05
6.933815882,-1.32E-05
6.935769126,-1.29E-05
6.93772237,-1.33E-05
6.939675614,-1.34E-05
6.941628858,-1.40E-05
6.943582102,-1.33E-05
6.945535346,-1.51E-05
6.94748859,-1.71E-05
6.949441834,-1.89E-05
6.951395078,-2.01E-05
6.953348322,-1.94E-05
6.955301566,-2.16E-05
6.95725481,-2.41E-05
6.959208054,-2.51E-05
6.961161299,-2.35E-05
6.963114543,-2.43E-05
6.965067787,-2.25E-05
6.967021031,-2.84E-05
6.968974275,-4.23E-05
6.970927519,-4.43E-05
6.972880763,-4.46E-05
6.974834007,-3.90E-05
6.976787251,-3.60E-05
6.978740495,-3.28E-05
6.980693739,-3.08E-05
6.982646983,-2.77E-05
6.984600227,-2.30E-05
6.986553471,-2.02E-05
6.988506715,-1.67E-05
6.990459959,-1.49E-05
6.992413203,-1.12E-05
6.994366447,-1.50E-05
6.996319691,-1.37E-05
6.998272936,-1.41E-05
7.00022618,-1.26E-05
7.002179424,-1.41E-05
7.004132668,-1.25E-05
7.006085912,-1.33E-05
7.008039156,-1.15E-05
7.0099924,-1.18E-05
7.011945644,-1.21E-05
7.013898888,-1.09E-05
7.015852132,-9.00E-06
7.017805376,-8.36E-06
7.01975862,-1.10E-05
7.021711864,-8.98E-06
7.023665108,-6.31E-06
7.025618352,-6.02E-06
7.027571596,-4.19E-06
7.02952484,-3.11E-06
7.031478084,-2.94E-06
7.033431328,-2.50E-06
7.035384572,-2.37E-06
7.037337817,-8.75E-07
7.039291061,-2.22E-06
7.041244305,-1.10E-06
7.043197549,-1.60E-06
7.045150793,-3.76E-07
7.047104037,-1.81E-06
7.049057281,-2.16E-06
7.051010525,-2.03E-06
7.052963769,-1.77E-06
7.054917013,2.95E-07
7.056870257,-9.12E-07
7.058823501,4.29E-07
7.060776745,4.76E-08
7.062729989,1.30E-06
7.064683233,2.18E-06
7.066636477,2.35E-06
7.068589721,3.77E-06
7.070542965,2.61E-06
7.072496209,3.75E-06
7.074449454,3.03E-06
7.076402698,2.64E-06
7.078355942,3.95E-06
7.080309186,4.11E-06
7.08226243,5.45E-06
7.084215674,4.71E-06
7.086168918,5.75E-06
7.088122162,5.65E-06
7.090075406,5.53E-06
7.09202865,5.19E-06
7.093981894,4.10E-06
7.095935138,5.40E-06
7.097888382,5.96E-06
7.099841626,7.22E-06
7.10179487,6.15E-06
7.103748114,7.66E-06
7.105701358,7.55E-06
7.107654602,6.30E-06
7.109607846,6.93E-06
7.111561091,8.18E-06
7.113514335,7.06E-06
7.115467579,6.33E-06
7.117420823,7.93E-06
7.119374067,8.36E-06
7.121327311,8.40E-06
7.123280555,8.61E-06
7.125233799,9.37E-06
7.127187043,8.50E-06
7.129140287,8.90E-06
7.131093531,8.91E-06
7.133046775,8.26E-06
7.135000019,8.11E-06
7.136953263,8.70E-06
7.138906507,8.94E-06
7.140859751,9.11E-06
7.142812995,1.07E-05
7.144766239,1.13E-05
7.146719483,9.91E-06
7.148672728,8.76E-06
7.150625972,8.31E-06
7.152579216,8.58E-06
7.15453246,9.16E-06
7.156485704,9.93E-06
7.158438948,1.07E-05
7.160392192,1.19E-05
7.162345436,1.12E-05
7.16429868,1.02E-05
7.166251924,1.09E-05
7.168205168,9.12E-06
7.170158412,9.47E-06
7.172111656,8.86E-06
7.1740649,8.09E-06
7.176018144,7.41E-06
7.177971388,9.38E-06
7.179924632,1.09E-05
7.181877876,1.06E-05
7.18383112,1.29E-05
7.185784365,1.16E-05
7.187737609,9.82E-06
7.189690853,1.02E-05
7.191644097,6.29E-06
7.193597341,5.71E-06
7.195550585,8.32E-06
7.197503829,8.45E-06
7.199457073,1.00E-05
7.201410317,1.18E-05
7.203363561,1.35E-05
7.205316805,8.44E-06
7.207270049,7.93E-06
7.209223293,9.32E-06
7.211176537,7.23E-06
7.213129781,4.47E-06
7.215083025,5.62E-06
7.217036269,5.40E-06
7.218989513,3.89E-06
7.220942757,4.13E-06
7.222896002,5.90E-06
7.224849246,6.83E-06
7.22680249,6.89E-06
7.228755734,7.82E-06
7.230708978,6.82E-06
7.232662222,4.02E-06
7.234615466,2.56E-06
7.23656871,1.46E-06
7.238521954,1.69E-06
7.240475198,1.05E-06
7.242428442,2.02E-06
7.244381686,3.63E-06
7.24633493,1.96E-06
7.248288174,1.29E-06
7.250241418,-4.37E-07
7.252194662,-1.08E-06
7.254147906,-3.06E-06
7.25610115,-2.22E-06
7.258054394,-3.11E-06
7.260007639,-2.95E-06
7.261960883,-3.12E-06
7.263914127,-3.40E-06
7.265867371,-3.58E-06
7.267820615,-4.51E-06
7.269773859,-5.15E-06
7.271727103,-7.48E-06
7.273680347,-8.91E-06
7.275633591,-8.89E-06
7.277586835,-1.03E-05
7.279540079,-1.12E-05
7.281493323,-1.26E-05
7.283446567,-1.20E-05
7.285399811,-1.24E-05
7.287353055,-1.36E-05
7.289306299,-1.49E-05
7.291259543,-1.72E-05
7.293212787,-2.00E-05
7.295166031,-2.09E-05
7.297119276,-2.09E-05
7.29907252,-2.44E-05
7.301025764,-2.57E-05
7.302979008,-2.57E-05
7.304932252,-2.27E-05
7.306885496,-1.62E-05
7.30883874,-1.06E-05
7.310791984,-5.39E-06
7.312745228,-3.71E-06
7.314698472,-6.08E-06
7.316651716,-6.76E-06
7.31860496,-8.55E-06
7.320558204,-1.01E-05
7.322511448,-1.17E-05
7.324464692,-1.32E-05
7.326417936,-1.76E-05
7.32837118,-2.26E-05
7.330324424,-2.25E-05
7.332277668,-2.02E-05
7.334230913,-2.11E-05
7.336184157,-2.11E-05
7.338137401,-2.01E-05
7.340090645,-2.00E-05
7.342043889,-2.15E-05
7.343997133,-1.51E-05
7.345950377,-1.53E-05
7.347903621,-1.35E-05
7.349856865,-1.27E-05
7.351810109,-1.19E-05
7.353763353,-1.24E-05
7.355716597,-1.21E-05
7.357669841,-7.86E-06
7.359623085,-7.55E-06
7.361576329,-7.44E-06
7.363529573,-4.88E-06
7.365482817,-2.79E-06
7.367436061,-1.58E-06
7.369389305,-7.84E-08
7.37134255,-1.65E-06
7.373295794,-2.00E-06
7.375249038,-2.62E-06
7.377202282,-3.77E-06
7.379155526,-9.35E-07
7.38110877,4.06E-07
7.383062014,-3.11E-08
7.385015258,4.47E-06
7.386968502,4.68E-06
7.388921746,4.07E-06
7.39087499,2.99E-06
7.392828234,2.06E-06
7.394781478,1.65E-06
7.396734722,1.86E-06
7.398687966,1.79E-06
7.40064121,1.42E-06
7.402594454,1.75E-06
7.404547698,2.61E-06
7.406500942,3.83E-06
7.408454187,4.57E-06
7.410407431,4.44E-06
7.412360675,5.00E-06
7.414313919,4.88E-06
7.416267163,5.00E-06
7.418220407,3.13E-06
7.420173651,3.22E-06
7.422126895,1.77E-06
7.424080139,3.38E-06
7.426033383,3.32E-06
7.427986627,2.94E-06
7.429939871,5.03E-06
7.431893115,3.08E-06
7.433846359,1.11E-06
7.435799603,-6.28E-07
7.437752847,1.78E-06
7.439706091,-1.26E-06
7.441659335,6.90E-07
7.443612579,-9.78E-07
7.445565824,-9.17E-07
7.447519068,-2.28E-06
7.449472312,-2.97E-06
7.451425556,-1.90E-06
7.4533788,-4.44E-06
7.455332044,-3.69E-06
7.457285288,-6.29E-06
7.459238532,-6.27E-06
7.461191776,-7.71E-06
7.46314502,-7.80E-06
7.465098264,-7.81E-06
7.467051508,-1.02E-05
7.469004752,-9.83E-06
7.470957996,-1.13E-05
7.47291124,-1.17E-05
7.474864484,-1.43E-05
7.476817728,-1.58E-05
7.478770972,-1.77E-05
7.480724216,-1.84E-05
7.482677461,-1.76E-05
7.484630705,-1.90E-05
7.486583949,-2.14E-05
7.488537193,-2.14E-05
7.490490437,-2.92E-05
7.492443681,-3.47E-05
7.494396925,-3.59E-05
7.496350169,-3.08E-05
7.498303413,-2.47E-05
7.500256657,-2.28E-05
7.502209901,-2.47E-05
7.504163145,-2.76E-05
7.506116389,-3.05E-05
7.508069633,-2.91E-05
7.510022877,-2.69E-05
7.511976121,-2.27E-05
7.513929365,-1.93E-05
7.515882609,-1.55E-05
7.517835853,-1.38E-05
7.519789098,-1.37E-05
7.521742342,-1.23E-05
7.523695586,-1.06E-05
7.52564883,-9.15E-06
7.527602074,-9.22E-06
7.529555318,-7.82E-06
7.531508562,-9.28E-06
7.533461806,-1.13E-05
7.53541505,-1.27E-05
7.537368294,-1.38E-05
7.539321538,-1.42E-05
7.541274782,-1.15E-05
7.543228026,-8.69E-06
7.54518127,-7.14E-06
7.547134514,-9.13E-06
7.549087758,-9.64E-06
7.551041002,-6.92E-06
7.552994246,-6.21E-06
7.55494749,-7.16E-06
7.556900735,-7.48E-06
7.558853979,-8.42E-06
7.560807223,-7.56E-06
7.562760467,-5.75E-06
7.564713711,-4.94E-06
7.566666955,-5.74E-06
7.568620199,-6.99E-06
7.570573443,-5.67E-06
7.572526687,-4.64E-06
7.574479931,-6.34E-06
7.576433175,-5.29E-06
7.578386419,-5.98E-06
7.580339663,-5.55E-06
7.582292907,-3.22E-06
7.584246151,-2.56E-06
7.586199395,-1.82E-06
7.588152639,-1.78E-06
7.590105883,-1.56E-06
7.592059127,-1.29E-06
7.594012372,-2.11E-06
7.595965616,-1.02E-06
7.59791886,-5.95E-07
7.599872104,9.69E-08
7.601825348,-6.69E-08
7.603778592,4.29E-07
7.605731836,9.86E-07
7.60768508,9.48E-07
7.609638324,2.08E-06
7.611591568,1.64E-06
7.613544812,2.02E-06
7.615498056,7.97E-07
7.6174513,1.10E-06
7.619404544,3.48E-07
7.621357788,7.83E-07
7.623311032,2.09E-06
7.625264276,3.15E-06
7.62721752,3.04E-06
7.629170764,2.48E-06
7.631124009,3.21E-06
7.633077253,2.33E-06
7.635030497,1.84E-06
7.636983741,2.78E-06
7.638936985,3.43E-06
7.640890229,3.54E-06
7.642843473,3.71E-06
7.644796717,4.30E-06
7.646749961,4.11E-06
7.648703205,3.76E-06
7.650656449,4.02E-06
7.652609693,3.94E-06
7.654562937,3.25E-06
7.656516181,4.49E-06
7.658469425,3.85E-06
7.660422669,3.99E-06
7.662375913,3.50E-06
7.664329157,5.15E-06
7.666282401,4.89E-06
7.668235646,5.24E-06
7.67018889,5.73E-06
7.672142134,5.17E-06
7.674095378,4.19E-06
7.676048622,4.34E-06
7.678001866,4.93E-06
7.67995511,4.50E-06
7.681908354,5.05E-06
7.683861598,6.12E-06
7.685814842,5.35E-06
7.687768086,5.39E-06
7.68972133,4.83E-06
7.691674574,5.02E-06
7.693627818,3.06E-06
7.695581062,2.96E-06
7.697534306,3.98E-06
7.69948755,4.54E-06
7.701440794,4.15E-06
7.703394038,5.23E-06
7.705347283,5.44E-06
7.707300527,5.21E-06
7.709253771,5.07E-06
7.711207015,5.50E-06
7.713160259,4.64E-06
7.715113503,3.38E-06
7.717066747,3.70E-06
7.719019991,3.88E-06
7.720973235,4.23E-06
7.722926479,4.57E-06
7.724879723,5.60E-06
7.726832967,5.68E-06
7.728786211,6.78E-06
7.730739455,4.01E-06
7.732692699,3.61E-06
7.734645943,4.19E-06
7.736599187,4.12E-06
7.738552431,2.63E-06
7.740505675,1.95E-06
7.742458919,2.57E-06
7.744412164,2.89E-06
7.746365408,1.96E-06
7.748318652,3.03E-06
7.750271896,3.43E-06
7.75222514,3.51E-06
7.754178384,3.07E-06
7.756131628,3.54E-06
7.758084872,3.47E-06
7.760038116,2.89E-06
7.76199136,2.69E-06
7.763944604,3.15E-06
7.765897848,2.70E-06
7.767851092,2.30E-06
7.769804336,2.41E-06
7.77175758,2.64E-06
7.773710824,1.73E-06
7.775664068,1.84E-06
7.777617312,1.93E-06
7.779570556,1.66E-06
7.781523801,1.81E-06
7.783477045,2.56E-06
7.785430289,2.70E-06
7.787383533,2.18E-06
7.789336777,2.24E-06
7.791290021,2.09E-06
7.793243265,1.19E-06
7.795196509,9.80E-07
7.797149753,1.32E-06
7.799102997,1.43E-06
7.801056241,1.21E-06
7.803009485,1.76E-06
7.804962729,2.11E-06
7.806915973,1.74E-06
7.808869217,1.67E-06
7.810822461,1.76E-06
7.812775705,1.22E-06
7.814728949,4.45E-07
7.816682193,8.04E-07
7.818635438,8.14E-07
7.820588682,9.87E-07
7.822541926,1.29E-06
7.82449517,1.59E-06
7.826448414,1.44E-06
7.828401658,1.28E-06
7.830354902,1.23E-06
7.832308146,1.18E-06
7.83426139,2.03E-07
7.836214634,8.39E-07
7.838167878,7.07E-07
7.840121122,8.28E-07
7.842074366,6.25E-07
7.84402761,1.62E-06
7.845980854,1.36E-06
7.847934098,1.12E-06
7.849887342,1.38E-06
7.851840586,1.16E-06
7.85379383,5.07E-07
7.855747075,4.70E-07
7.857700319,4.09E-07
7.859653563,5.79E-07
7.861606807,7.73E-08
7.863560051,1.13E-06
7.865513295,1.04E-06
7.867466539,1.10E-06
7.869419783,1.24E-06
7.871373027,1.17E-06
7.873326271,4.14E-07
7.875279515,-1.99E-07
7.877232759,3.16E-07
7.879186003,1.68E-07
7.881139247,2.77E-07
7.883092491,8.41E-07
7.885045735,1.13E-06
7.886998979,6.56E-07
7.888952223,7.80E-07
7.890905467,1.03E-06
7.892858712,4.97E-07
7.894811956,-2.20E-08
7.8967652,2.83E-07
7.898718444,3.38E-07
7.900671688,1.77E-07
7.902624932,5.23E-07
7.904578176,1.19E-06
7.90653142,6.31E-07
7.908484664,7.83E-07
7.910437908,8.48E-07
7.912391152,8.15E-07
7.914344396,-2.36E-07
7.91629764,2.45E-07
7.918250884,1.52E-07
7.920204128,1.85E-07
7.922157372,3.31E-07
7.924110616,1.37E-06
7.92606386,1.05E-06
7.928017104,1.06E-06
7.929970349,9.78E-07
7.931923593,8.48E-07
7.933876837,1.11E-07
7.935830081,5.71E-08
7.937783325,2.11E-07
7.939736569,1.89E-07
7.941689813,1.65E-07
7.943643057,1.05E-06
7.945596301,1.36E-06
7.947549545,9.87E-07
7.949502789,1.10E-06
7.951456033,9.99E-07
7.953409277,4.78E-08
7.955362521,-1.67E-07
7.957315765,3.28E-07
7.959269009,2.90E-07
7.961222253,3.89E-07
7.963175497,8.79E-07
7.965128741,1.29E-06
7.967081986,6.60E-07
7.96903523,9.68E-07
7.970988474,1.07E-06
7.972941718,5.69E-07
7.974894962,-6.71E-08
7.976848206,3.12E-07
7.97880145,2.91E-07
7.980754694,1.56E-07
7.982707938,7.81E-07
7.984661182,1.47E-06
7.986614426,1.03E-06
7.98856767,1.02E-06
7.990520914,1.03E-06
7.992474158,7.73E-07
7.994427402,-1.64E-08
7.996380646,4.47E-07
7.99833389,5.06E-07
8.000287134,4.46E-07
8.002240378,5.32E-07
8.004193623,1.32E-06
8.006146867,9.42E-07
8.008100111,9.99E-07
8.010053355,1.10E-06
8.012006599,1.05E-06
8.013959843,1.45E-07
8.015913087,3.75E-07
8.017866331,4.68E-07
8.019819575,4.72E-07
8.021772819,4.46E-07
8.023726063,1.25E-06
8.025679307,1.22E-06
8.027632551,1.00E-06
8.029585795,9.99E-07
8.031539039,1.15E-06
8.033492283,2.66E-07
8.035445527,2.31E-07
8.037398771,5.33E-07
8.039352015,4.94E-07
8.04130526,4.44E-07
8.043258504,1.23E-06
8.045211748,1.50E-06
8.047164992,1.02E-06
8.049118236,1.06E-06
8.05107148,1.26E-06
8.053024724,5.75E-07
8.054977968,1.26E-07
8.056931212,6.29E-07
8.058884456,3.93E-07
8.0608377,4.23E-07
8.062790944,8.89E-07
8.064744188,1.68E-06
8.066697432,1.07E-06
8.068650676,1.27E-06
8.07060392,1.18E-06
8.072557164,8.59E-07
8.074510408,-9.88E-08
8.076463652,4.41E-07
8.078416897,5.67E-07
8.080370141,5.44E-07
8.082323385,7.74E-07
8.084276629,1.75E-06
8.086229873,1.13E-06
8.088183117,1.16E-06
8.090136361,1.14E-06
8.092089605,1.00E-06
8.094042849,3.20E-07
8.095996093,3.69E-07
8.097949337,6.61E-07
8.099902581,5.35E-07
8.101855825,4.89E-07
8.103809069,1.47E-06
8.105762313,1.21E-06
8.107715557,1.09E-06
8.109668801,1.25E-06
8.111622045,1.24E-06
8.113575289,5.58E-07
8.115528534,3.73E-07
8.117481778,6.16E-07
8.119435022,4.02E-07
8.121388266,3.80E-07
8.12334151,1.09E-06
8.125294754,1.43E-06
8.127247998,1.06E-06
8.129201242,1.20E-06
8.131154486,1.32E-06
8.13310773,6.73E-07
8.135060974,1.94E-07
8.137014218,3.47E-07
8.138967462,3.94E-07
8.140920706,2.31E-07
8.14287395,8.32E-07
8.144827194,1.50E-06
8.146780438,1.12E-06
8.148733682,1.16E-06
8.150686926,1.26E-06
8.152640171,9.07E-07
8.154593415,1.02E-08
8.156546659,4.70E-07
8.158499903,3.96E-07
8.160453147,3.35E-07
8.162406391,5.57E-07
8.164359635,1.42E-06
8.166312879,1.06E-06
8.168266123,1.04E-06
8.170219367,1.13E-06
8.172172611,9.10E-07
8.174125855,1.42E-07
8.176079099,3.06E-07
8.178032343,4.59E-07
8.179985587,3.54E-07
8.181938831,3.73E-07
8.183892075,1.44E-06
8.185845319,1.18E-06
8.187798563,1.04E-06
8.189751808,1.09E-06
8.191705052,1.09E-06
8.193658296,1.94E-07
8.19561154,1.64E-07
8.197564784,4.46E-07
8.199518028,4.31E-07
8.201471272,4.26E-07
8.203424516,1.10E-06
8.20537776,1.27E-06
8.207331004,9.02E-07
8.209284248,1.09E-06
8.211237492,1.02E-06
8.213190736,4.52E-07
8.21514398,1.54E-07
8.217097224,6.31E-07
8.219050468,4.03E-07
8.221003712,3.64E-07
8.222956956,8.57E-07
8.2249102,1.29E-06
8.226863445,8.34E-07
8.228816689,8.54E-07
8.230769933,1.10E-06
8.232723177,6.79E-07
8.234676421,7.76E-08
8.236629665,4.27E-07
8.238582909,4.64E-07
8.240536153,2.87E-07
8.242489397,5.58E-07
8.244442641,1.28E-06
8.246395885,8.67E-07
8.248349129,9.23E-07
8.250302373,8.91E-07
8.252255617,7.14E-07
8.254208861,-1.52E-08
8.256162105,2.29E-07
8.258115349,2.57E-07
8.260068593,4.00E-07
8.262021837,3.49E-07
8.263975082,1.40E-06
8.265928326,9.93E-07
8.26788157,8.64E-07
8.269834814,8.47E-07
8.271788058,9.03E-07
8.273741302,3.39E-07
8.275694546,1.86E-07
8.27764779,5.75E-07
8.279601034,2.04E-07
8.281554278,1.42E-07
8.283507522,1.17E-06
8.285460766,1.12E-06
8.28741401,9.56E-07
8.289367254,1.37E-06
8.291320498,1.10E-06
8.293273742,3.56E-08
8.295226986,-2.38E-07
8.29718023,5.23E-07
8.299133474,3.54E-07
8.301086719,7.65E-07
8.303039963,9.73E-07
8.304993207,1.39E-06
8.306946451,8.87E-07
8.308899695,8.74E-07
8.310852939,1.30E-06
8.312806183,1.08E-06
8.314759427,4.28E-07
8.316712671,4.17E-07
8.318665915,6.06E-07
8.320619159,2.34E-07
8.322572403,5.78E-07
8.324525647,1.92E-06
8.326478891,1.07E-06
8.328432135,2.04E-06
8.330385379,1.72E-06
8.332338623,1.58E-06
8.334291867,2.91E-07
8.336245111,5.29E-07
8.338198356,4.28E-07
8.3401516,3.50E-07
8.342104844,7.97E-07
8.344058088,2.25E-06
8.346011332,1.96E-06
8.347964576,1.79E-06
8.34991782,1.86E-06
8.351871064,1.63E-06
8.353824308,7.41E-07
8.355777552,7.18E-07
8.357730796,1.04E-06
8.35968404,1.08E-06
8.361637284,1.15E-06
8.363590528,1.93E-06
8.365543772,1.89E-06
8.367497016,1.71E-06
8.36945026,1.94E-06
8.371403504,2.10E-06
8.373356748,1.59E-06
8.375309993,1.41E-06
8.377263237,1.72E-06
8.379216481,1.48E-06
8.381169725,1.42E-06
8.383122969,1.89E-06
8.385076213,2.43E-06
8.387029457,2.09E-06
8.388982701,2.30E-06
8.390935945,2.61E-06
8.392889189,2.19E-06
8.394842433,1.62E-06
8.396795677,2.09E-06
8.398748921,1.94E-06
8.400702165,2.00E-06
8.402655409,2.31E-06
8.404608653,2.94E-06
8.406561897,2.61E-06
8.408515141,2.69E-06
8.410468385,2.98E-06
8.41242163,2.90E-06
8.414374874,2.28E-06
8.416328118,2.54E-06
8.418281362,2.45E-06
8.420234606,2.32E-06
8.42218785,2.50E-06
8.424141094,3.42E-06
8.426094338,3.11E-06
8.428047582,3.19E-06
8.430000826,3.36E-06
8.43195407,3.53E-06
8.433907314,2.81E-06
8.435860558,3.21E-06
8.437813802,3.42E-06
8.439767046,3.20E-06
8.44172029,3.00E-06
8.443673534,4.25E-06
8.445626778,3.76E-06
8.447580022,3.22E-06
8.449533267,3.58E-06
8.451486511,3.90E-06
8.453439755,4.34E-06
8.455392999,4.35E-06
8.457346243,4.31E-06
8.459299487,3.58E-06
8.461252731,3.48E-06
8.463205975,3.47E-06
8.465159219,3.80E-06
8.467112463,4.20E-06
8.469065707,4.74E-06
8.471018951,4.87E-06
8.472972195,4.29E-06
8.474925439,3.61E-06
8.476878683,5.27E-06
8.478831927,4.32E-06
8.480785171,3.18E-06
8.482738415,4.87E-06
8.484691659,4.18E-06
8.486644903,4.69E-06
8.488598148,4.25E-06
8.490551392,4.10E-06
8.492504636,5.69E-06
8.49445788,5.71E-06
8.496411124,5.83E-06
8.498364368,6.37E-06
8.500317612,6.30E-06
8.502270856,2.91E-06
8.5042241,3.96E-06
8.506177344,2.72E-06
8.508130588,2.89E-06
8.510083832,4.34E-06
8.512037076,5.90E-06
8.51399032,5.67E-06
8.515943564,5.35E-06
8.517896808,5.22E-06
8.519850052,5.02E-06
8.521803296,2.10E-06
