time,strain
4.410224566,-1.88E-05
4.41217781,-1.51E-05
4.414131054,-1.40E-05
4.416084298,-1.81E-05
4.418037542,-1.57E-05
4.419990786,-1.16E-05
4.42194403,-5.22E-06
4.423897274,-8.58E-06
4.425850518,-2.96E-06
4.427803762,-4.85E-06
4.429757006,-8.74E-07
4.431710251,6.12E-07
4.433663495,-5.10E-06
4.435616739,4.07E-06
4.437569983,-3.57E-06
4.439523227,3.77E-06
4.441476471,1.51E-06
4.443429715,1.35E-06
4.445382959,5.62E-06
4.447336203,-2.41E-06
4.449289447,1.49E-06
4.451242691,5.18E-07
4.453195935,-2.23E-06
4.455149179,2.56E-06
4.457102423,-2.54E-06
4.459055667,1.03E-07
4.461008911,2.30E-06
4.462962155,2.05E-06
4.464915399,3.00E-06
4.466868643,5.13E-06
4.468821888,3.40E-06
4.470775132,3.76E-06
4.472728376,4.32E-06
4.47468162,3.59E-06
4.476634864,7.34E-06
4.478588108,4.79E-06
4.480541352,9.08E-06
4.482494596,8.36E-06
4.48444784,7.79E-06
4.486401084,1.01E-05
4.488354328,6.92E-06
4.490307572,8.72E-06
4.492260816,9.25E-06
4.49421406,7.50E-06
4.496167304,1.05E-05
4.498120548,8.53E-06
4.500073792,8.52E-06
4.502027036,9.38E-06
4.50398028,8.90E-06
4.505933525,1.04E-05
4.507886769,1.06E-05
4.509840013,1.30E-05
4.511793257,1.07E-05
4.513746501,1.20E-05
4.515699745,1.11E-05
4.517652989,1.30E-05
4.519606233,1.22E-05
4.521559477,1.13E-05
4.523512721,1.66E-05
4.525465965,1.35E-05
4.527419209,1.44E-05
4.529372453,1.51E-05
4.531325697,1.32E-05
4.533278941,1.35E-05
4.535232185,1.43E-05
4.537185429,1.63E-05
4.539138673,1.61E-05
4.541091917,1.65E-05
4.543045162,1.78E-05
4.544998406,1.79E-05
4.54695165,1.53E-05
4.548904894,1.83E-05
4.550858138,1.74E-05
4.552811382,1.44E-05
4.554764626,2.02E-05
4.55671787,1.66E-05
4.558671114,1.96E-05
4.560624358,1.85E-05
4.562577602,2.17E-05
4.564530846,1.90E-05
4.56648409,2.01E-05
4.568437334,2.01E-05
4.570390578,1.98E-05
4.572343822,1.99E-05
4.574297066,1.77E-05
4.57625031,2.22E-05
4.578203554,2.16E-05
4.580156799,1.88E-05
4.582110043,2.31E-05
4.584063287,1.96E-05
4.586016531,1.87E-05
4.587969775,2.24E-05
4.589923019,1.87E-05
4.591876263,2.16E-05
4.593829507,2.17E-05
4.595782751,2.07E-05
4.597735995,2.23E-05
4.599689239,2.02E-05
4.601642483,2.05E-05
4.603595727,2.24E-05
4.605548971,1.62E-05
4.607502215,1.96E-05
4.609455459,1.05E-05
4.611408703,1.43E-05
4.613361947,1.22E-05
4.615315191,1.68E-05
4.617268436,1.94E-05
4.61922168,2.01E-05
4.621174924,2.94E-05
4.623128168,2.36E-05
4.625081412,1.88E-05
4.627034656,2.06E-05
4.6289879,1.14E-05
4.630941144,1.04E-05
4.632894388,7.21E-06
4.634847632,1.18E-05
4.636800876,1.16E-05
4.63875412,9.50E-06
4.640707364,1.45E-05
4.642660608,1.31E-05
4.644613852,1.49E-05
4.646567096,1.39E-05
4.64852034,1.47E-05
4.650473584,1.34E-05
4.652426828,1.33E-05
4.654380073,7.59E-06
4.656333317,7.22E-06
4.658286561,6.51E-06
4.660239805,4.95E-06
4.662193049,8.65E-06
4.664146293,7.80E-06
4.666099537,8.58E-06
4.668052781,7.02E-06
4.670006025,6.30E-06
4.671959269,5.27E-06
4.673912513,3.08E-06
4.675865757,-2.24E-06
4.677819001,6.03E-07
4.679772245,-1.06E-06
4.681725489,-6.31E-06
4.683678733,3.16E-07
4.685631977,-3.45E-06
4.687585221,-4.08E-06
4.689538465,-1.63E-06
4.69149171,-6.64E-06
4.693444954,-3.19E-06
4.695398198,-8.97E-06
4.697351442,-7.25E-06
4.699304686,-9.26E-06
4.70125793,-1.02E-05
4.703211174,-1.14E-05
4.705164418,-1.14E-05
4.707117662,-1.41E-05
4.709070906,-1.59E-05
4.71102415,-1.59E-05
4.712977394,-2.04E-05
4.714930638,-2.05E-05
4.716883882,-2.26E-05
4.718837126,-2.35E-05
4.72079037,-2.60E-05
4.722743614,-2.71E-05
4.724696858,-2.84E-05
4.726650102,-2.96E-05
4.728603347,-3.17E-05
4.730556591,-3.31E-05
4.732509835,-3.50E-05
4.734463079,-3.72E-05
4.736416323,-4.01E-05
4.738369567,-4.08E-05
4.740322811,-4.04E-05
4.742276055,-4.02E-05
4.744229299,-4.07E-05
4.746182543,-4.33E-05
4.748135787,-4.53E-05
4.750089031,-4.58E-05
4.752042275,-4.83E-05
4.753995519,-4.84E-05
4.755948763,-4.03E-05
4.757902007,-3.31E-05
4.759855251,-3.71E-05
4.761808495,-4.34E-05
4.763761739,-4.81E-05
4.765714984,-5.33E-05
4.767668228,-5.94E-05
4.769621472,-6.40E-05
4.771574716,-6.68E-05
4.77352796,-6.38E-05
4.775481204,-5.66E-05
4.777434448,-5.07E-05
4.779387692,-4.17E-05
4.781340936,-3.76E-05
4.78329418,-2.50E-05
4.785247424,-2.25E-05
4.787200668,-1.81E-05
4.789153912,-1.50E-05
4.791107156,-1.31E-05
4.7930604,-1.26E-05
4.795013644,-1.13E-05
4.796966888,-1.55E-05
4.798920132,-1.87E-05
4.800873376,-1.94E-05
4.802826621,-2.09E-05
4.804779865,-2.36E-05
4.806733109,-2.12E-05
4.808686353,-1.40E-05
4.810639597,-1.95E-05
4.812592841,-1.22E-05
4.814546085,-1.56E-05
4.816499329,-9.24E-06
4.818452573,-5.60E-06
4.820405817,-5.43E-06
4.822359061,-9.77E-07
4.824312305,3.60E-06
4.826265549,1.32E-06
4.828218793,5.99E-06
4.830172037,7.21E-06
4.832125281,4.69E-06
4.834078525,8.87E-06
4.836031769,4.52E-06
4.837985013,4.90E-06
4.839938258,4.39E-06
4.841891502,2.44E-06
4.843844746,1.49E-06
4.84579799,3.34E-06
4.847751234,4.30E-06
4.849704478,6.04E-06
4.851657722,1.12E-05
4.853610966,1.06E-05
4.85556421,1.51E-05
4.857517454,1.32E-05
4.859470698,1.20E-05
4.861423942,1.14E-05
4.863377186,1.34E-05
4.86533043,1.45E-05
4.867283674,1.14E-05
4.869236918,1.69E-05
4.871190162,1.54E-05
4.873143406,9.58E-06
4.87509665,1.47E-05
4.877049894,1.21E-05
4.879003139,1.10E-05
4.880956383,1.28E-05
4.882909627,1.50E-05
4.884862871,1.58E-05
4.886816115,1.52E-05
4.888769359,1.18E-05
4.890722603,1.03E-05
4.892675847,6.74E-06
4.894629091,9.33E-06
4.896582335,8.47E-06
4.898535579,1.02E-05
4.900488823,1.28E-05
4.902442067,9.33E-06
4.904395311,1.15E-05
4.906348555,6.42E-06
4.908301799,2.98E-06
4.910255043,6.39E-06
4.912208287,-1.99E-06
4.914161531,4.27E-06
4.916114776,-7.02E-07
4.91806802,2.42E-06
4.920021264,-2.87E-06
4.921974508,4.86E-08
4.923927752,-2.90E-06
4.925880996,-5.61E-06
4.92783424,-5.82E-06
4.929787484,-7.96E-06
4.931740728,-1.35E-05
4.933693972,-9.05E-06
4.935647216,-1.67E-05
4.93760046,-1.57E-05
4.939553704,-1.99E-05
4.941506948,-2.13E-05
4.943460192,-2.30E-05
4.945413436,-2.33E-05
4.94736668,-2.57E-05
4.949319924,-2.93E-05
4.951273168,-3.22E-05
4.953226413,-3.58E-05
4.955179657,-3.71E-05
4.957132901,-4.05E-05
4.959086145,-4.18E-05
4.961039389,-4.48E-05
4.962992633,-4.56E-05
4.964945877,-4.33E-05
4.966899121,-4.52E-05
4.968852365,-3.68E-05
4.970805609,-2.81E-05
4.972758853,-2.29E-05
4.974712097,-2.74E-05
4.976665341,-3.71E-05
4.978618585,-4.82E-05
4.980571829,-5.22E-05
4.982525073,-5.77E-05
4.984478317,-6.09E-05
4.986431561,-6.10E-05
4.988384805,-5.91E-05
4.99033805,-5.04E-05
4.992291294,-4.15E-05
4.994244538,-3.20E-05
4.996197782,-2.78E-05
4.998151026,-1.97E-05
5.00010427,-1.92E-05
5.002057514,-1.76E-05
5.004010758,-1.44E-05
5.005964002,-1.44E-05
5.007917246,-1.47E-05
5.00987049,-2.02E-05
5.011823734,-1.91E-05
5.013776978,-2.29E-05
5.015730222,-2.38E-05
5.017683466,-2.27E-05
5.01963671,-2.02E-05
5.021589954,-1.73E-05
5.023543198,-1.11E-05
5.025496442,-1.10E-05
5.027449687,-8.43E-06
5.029402931,-5.51E-06
5.031356175,-2.50E-06
5.033309419,-2.40E-06
5.035262663,1.33E-07
5.037215907,-9.38E-07
5.039169151,2.32E-06
5.041122395,-1.41E-06
5.043075639,-3.29E-07
5.045028883,6.53E-07
5.046982127,-4.15E-06
5.048935371,-3.96E-06
5.050888615,-5.16E-06
5.052841859,-3.59E-06
5.054795103,-3.56E-06
5.056748347,-4.45E-06
5.058701591,-1.17E-06
5.060654835,-8.13E-07
5.062608079,2.50E-06
5.064561324,5.07E-06
5.066514568,3.57E-06
5.068467812,7.84E-06
5.070421056,4.83E-06
5.0723743,4.81E-06
5.074327544,7.82E-06
5.076280788,5.51E-06
5.078234032,1.03E-05
5.080187276,7.64E-06
5.08214052,9.98E-06
5.084093764,9.58E-06
5.086047008,8.88E-06
5.088000252,8.74E-06
5.089953496,9.55E-06
5.09190674,7.47E-06
5.093859984,1.04E-05
5.095813228,1.00E-05
5.097766472,1.21E-05
5.099719716,1.02E-05
5.101672961,1.28E-05
5.103626205,1.15E-05
5.105579449,1.26E-05
5.107532693,1.08E-05
5.109485937,1.37E-05
5.111439181,1.34E-05
5.113392425,1.14E-05
5.115345669,1.39E-05
5.117298913,1.23E-05
5.119252157,1.39E-05
5.121205401,1.36E-05
5.123158645,1.76E-05
5.125111889,1.54E-05
5.127065133,1.68E-05
5.129018377,1.68E-05
5.130971621,1.48E-05
5.132924865,1.28E-05
5.134878109,1.35E-05
5.136831353,1.41E-05
5.138784598,1.51E-05
5.140737842,1.73E-05
5.142691086,1.83E-05
5.14464433,1.74E-05
5.146597574,1.72E-05
5.148550818,1.60E-05
5.150504062,1.59E-05
5.152457306,1.61E-05
5.15441055,1.68E-05
5.156363794,1.81E-05
5.158317038,1.79E-05
5.160270282,1.90E-05
5.162223526,1.90E-05
5.16417677,2.06E-05
5.166130014,1.84E-05
5.168083258,1.82E-05
5.170036502,1.93E-05
5.171989746,1.93E-05
5.17394299,1.80E-05
5.175896235,1.95E-05
5.177849479,1.90E-05
5.179802723,1.96E-05
5.181755967,1.91E-05
5.183709211,1.96E-05
5.185662455,2.05E-05
5.187615699,1.80E-05
5.189568943,1.98E-05
5.191522187,1.87E-05
5.193475431,1.93E-05
5.195428675,1.84E-05
5.197381919,1.94E-05
5.199335163,1.97E-05
5.201288407,1.89E-05
5.203241651,1.89E-05
5.205194895,1.83E-05
5.207148139,1.67E-05
5.209101383,1.88E-05
5.211054627,1.83E-05
5.213007872,1.73E-05
5.214961116,2.07E-05
5.21691436,2.14E-05
5.218867604,2.01E-05
5.220820848,1.93E-05
5.222774092,1.87E-05
5.224727336,1.47E-05
5.22668058,1.56E-05
5.228633824,1.12E-05
5.230587068,1.08E-05
5.232540312,9.60E-06
5.234493556,1.16E-05
5.2364468,1.33E-05
5.238400044,1.43E-05
5.240353288,1.59E-05
5.242306532,1.56E-05
5.244259776,1.58E-05
5.24621302,1.35E-05
5.248166264,1.23E-05
5.250119509,1.12E-05
5.252072753,1.02E-05
5.254025997,9.89E-06
5.255979241,1.18E-05
5.257932485,1.22E-05
5.259885729,1.15E-05
5.261838973,1.17E-05
5.263792217,1.14E-05
5.265745461,1.11E-05
5.267698705,9.79E-06
5.269651949,1.00E-05
5.271605193,7.91E-06
5.273558437,6.89E-06
5.275511681,6.39E-06
5.277464925,6.30E-06
5.279418169,7.15E-06
5.281371413,7.77E-06
5.283324657,8.39E-06
5.285277901,8.23E-06
5.287231146,8.41E-06
5.28918439,7.13E-06
5.291137634,4.73E-06
5.293090878,2.12E-06
5.295044122,2.18E-06
5.296997366,1.05E-06
5.29895061,1.88E-06
5.300903854,2.23E-06
5.302857098,3.11E-06
5.304810342,4.10E-06
5.306763586,1.44E-06
5.30871683,8.98E-07
5.310670074,-1.01E-06
5.312623318,-1.40E-06
5.314576562,-3.32E-06
5.316529806,-3.03E-06
5.31848305,-3.36E-06
5.320436294,-4.62E-06
5.322389538,-4.02E-06
5.324342783,-4.53E-06
5.326296027,-5.73E-06
5.328249271,-6.10E-06
5.330202515,-6.54E-06
5.332155759,-8.31E-06
5.334109003,-1.07E-05
5.336062247,-1.04E-05
5.338015491,-1.12E-05
5.339968735,-1.25E-05
5.341921979,-1.26E-05
5.343875223,-1.21E-05
5.345828467,-1.34E-05
5.347781711,-1.38E-05
5.349734955,-1.45E-05
5.351688199,-1.53E-05
5.353641443,-1.79E-05
5.355594687,-1.94E-05
5.357547931,-2.05E-05
5.359501175,-2.00E-05
5.36145442,-2.02E-05
5.363407664,-2.22E-05
5.365360908,-2.34E-05
5.367314152,-2.24E-05
5.369267396,-2.15E-05
5.37122064,-2.26E-05
5.373173884,-2.31E-05
5.375127128,-3.05E-05
5.377080372,-4.09E-05
5.379033616,-4.15E-05
5.38098686,-3.89E-05
5.382940104,-3.28E-05
5.384893348,-3.11E-05
5.386846592,-3.05E-05
5.388799836,-2.63E-05
5.39075308,-2.48E-05
5.392706324,-2.23E-05
5.394659568,-1.97E-05
5.396612812,-1.71E-05
5.398566057,-1.72E-05
5.400519301,-1.75E-05
5.402472545,-1.51E-05
5.404425789,-1.78E-05
5.406379033,-1.50E-05
5.408332277,-1.38E-05
5.410285521,-1.17E-05
5.412238765,-1.25E-05
5.414192009,-1.21E-05
5.416145253,-1.12E-05
5.418098497,-1.10E-05
5.420051741,-9.14E-06
5.422004985,-8.87E-06
5.423958229,-6.52E-06
5.425911473,-6.91E-06
5.427864717,-7.06E-06
5.429817961,-6.83E-06
5.431771205,-5.04E-06
5.433724449,-4.03E-06
5.435677694,-1.01E-06
5.437630938,-6.68E-07
5.439584182,2.61E-07
5.441537426,-1.04E-06
5.44349067,6.49E-07
5.445443914,8.19E-07
5.447397158,-1.33E-06
5.449350402,4.43E-07
5.451303646,-1.05E-06
5.45325689,1.49E-06
5.455210134,2.11E-09
5.457163378,3.09E-06
5.459116622,8.24E-07
5.461069866,1.15E-06
5.46302311,1.37E-06
5.464976354,3.44E-06
5.466929598,3.50E-06
5.468882842,2.47E-06
5.470836086,3.11E-06
5.472789331,3.13E-06
5.474742575,2.66E-06
5.476695819,3.43E-06
5.478649063,4.50E-06
5.480602307,4.93E-06
5.482555551,5.95E-06
5.484508795,7.08E-06
5.486462039,6.40E-06
5.488415283,3.62E-06
5.490368527,2.13E-06
5.492321771,9.01E-07
5.494275015,1.02E-06
5.496228259,3.10E-06
5.498181503,2.36E-06
5.500134747,4.73E-06
5.502087991,4.10E-06
5.504041235,3.80E-06
5.505994479,2.85E-06
5.507947723,1.41E-06
5.509900968,3.55E-07
5.511854212,-9.79E-07
5.513807456,-1.73E-07
5.5157607,-2.51E-06
5.517713944,-1.87E-06
5.519667188,-1.01E-06
5.521620432,-1.82E-06
5.523573676,-2.82E-06
5.52552692,-1.62E-06
5.527480164,-3.34E-06
5.529433408,-6.39E-06
5.531386652,-6.29E-06
5.533339896,-7.61E-06
5.53529314,-9.35E-06
5.537246384,-9.03E-06
5.539199628,-9.42E-06
5.541152872,-9.61E-06
5.543106116,-9.32E-06
5.54505936,-9.28E-06
5.547012605,-1.09E-05
5.548965849,-1.23E-05
5.550919093,-1.48E-05
5.552872337,-1.78E-05
5.554825581,-1.80E-05
5.556778825,-1.64E-05
5.558732069,-1.90E-05
5.560685313,-2.18E-05
5.562638557,-2.15E-05
5.564591801,-1.98E-05
5.566545045,-2.17E-05
5.568498289,-2.15E-05
5.570451533,-2.39E-05
5.572404777,-3.23E-05
5.574358021,-3.52E-05
5.576311265,-3.64E-05
5.578264509,-3.41E-05
5.580217753,-3.12E-05
5.582170997,-2.80E-05
5.584124241,-2.50E-05
5.586077486,-2.60E-05
5.58803073,-2.43E-05
5.589983974,-1.97E-05
5.591937218,-1.58E-05
5.593890462,-1.39E-05
5.595843706,-1.19E-05
5.59779695,-9.55E-06
5.599750194,-1.28E-05
5.601703438,-1.12E-05
5.603656682,-8.14E-06
5.605609926,-8.95E-06
5.60756317,-1.08E-05
5.609516414,-1.25E-05
5.611469658,-1.22E-05
5.613422902,-1.43E-05
5.615376146,-1.35E-05
5.61732939,-1.10E-05
5.619282634,-9.93E-06
5.621235878,-6.04E-06
5.623189123,-5.97E-06
5.625142367,-8.73E-06
5.627095611,-5.48E-06
5.629048855,-3.97E-06
5.631002099,-4.44E-06
5.632955343,-3.87E-06
5.634908587,-2.96E-06
5.636861831,-3.02E-06
5.638815075,-1.82E-06
5.640768319,3.31E-07
5.642721563,-9.70E-07
5.644674807,-2.73E-07
5.646628051,-2.07E-06
5.648581295,-1.50E-06
5.650534539,-2.46E-06
5.652487783,-1.98E-06
5.654441027,-2.94E-06
5.656394271,-2.83E-06
5.658347515,-2.58E-06
5.66030076,-1.02E-06
5.662254004,1.65E-06
5.664207248,7.84E-07
5.666160492,1.47E-06
5.668113736,1.07E-06
5.67006698,1.44E-06
5.672020224,1.33E-06
5.673973468,1.28E-06
5.675926712,3.11E-06
5.677879956,3.08E-06
5.6798332,3.57E-06
5.681786444,4.19E-06
5.683739688,4.34E-06
5.685692932,4.41E-06
5.687646176,4.06E-06
5.68959942,4.77E-06
5.691552664,4.67E-06
5.693505908,3.82E-06
5.695459152,5.30E-06
5.697412397,4.59E-06
5.699365641,4.23E-06
5.701318885,4.84E-06
5.703272129,5.50E-06
5.705225373,5.77E-06
5.707178617,6.36E-06
5.709131861,6.88E-06
5.711085105,5.83E-06
5.713038349,5.53E-06
5.714991593,5.73E-06
5.716944837,5.31E-06
5.718898081,5.73E-06
5.720851325,7.02E-06
5.722804569,7.98E-06
5.724757813,7.23E-06
5.726711057,7.47E-06
5.728664301,7.16E-06
5.730617545,6.02E-06
5.732570789,5.83E-06
5.734524034,5.96E-06
5.736477278,7.29E-06
5.738430522,7.44E-06
5.740383766,8.47E-06
5.74233701,8.08E-06
5.744290254,7.97E-06
5.746243498,8.12E-06
5.748196742,7.90E-06
5.750149986,7.92E-06
5.75210323,8.00E-06
5.754056474,8.12E-06
5.756009718,8.24E-06
5.757962962,7.81E-06
5.759916206,8.19E-06
5.76186945,8.18E-06
5.763822694,8.43E-06
5.765775938,8.48E-06
5.767729182,9.01E-06
5.769682426,8.18E-06
5.771635671,7.78E-06
5.773588915,7.63E-06
5.775542159,7.57E-06
5.777495403,8.10E-06
5.779448647,7.37E-06
5.781401891,7.88E-06
5.783355135,8.80E-06
5.785308379,8.72E-06
5.787261623,8.09E-06
5.789214867,8.35E-06
5.791168111,7.96E-06
5.793121355,7.48E-06
5.795074599,7.86E-06
5.797027843,7.69E-06
5.798981087,7.67E-06
5.800934331,7.42E-06
5.802887575,8.18E-06
5.804840819,8.09E-06
5.806794063,7.47E-06
5.808747308,8.64E-06
5.810700552,8.15E-06
5.812653796,7.72E-06
5.81460704,7.50E-06
5.816560284,9.07E-06
5.818513528,6.17E-06
5.820466772,5.73E-06
5.822420016,7.74E-06
5.82437326,6.28E-06
5.826326504,4.87E-06
5.828279748,5.83E-06
5.830232992,6.39E-06
5.832186236,6.10E-06
5.83413948,5.09E-06
5.836092724,6.13E-06
5.838045968,6.22E-06
5.839999212,6.33E-06
5.841952456,6.56E-06
5.8439057,6.91E-06
5.845858945,6.37E-06
5.847812189,5.85E-06
5.849765433,5.15E-06
5.851718677,4.81E-06
5.853671921,3.92E-06
5.855625165,4.11E-06
5.857578409,4.37E-06
5.859531653,4.68E-06
5.861484897,4.86E-06
5.863438141,5.73E-06
5.865391385,5.24E-06
5.867344629,4.71E-06
5.869297873,4.34E-06
5.871251117,3.97E-06
5.873204361,3.14E-06
5.875157605,3.57E-06
5.877110849,4.05E-06
5.879064093,4.03E-06
5.881017337,4.22E-06
5.882970582,4.67E-06
5.884923826,4.48E-06
5.88687707,4.31E-06
5.888830314,3.89E-06
5.890783558,3.68E-06
5.892736802,3.03E-06
5.894690046,2.75E-06
5.89664329,3.27E-06
5.898596534,3.54E-06
5.900549778,3.70E-06
5.902503022,4.07E-06
5.904456266,4.14E-06
5.90640951,3.59E-06
5.908362754,3.40E-06
5.910315998,3.07E-06
5.912269242,2.99E-06
5.914222486,2.57E-06
5.91617573,2.95E-06
5.918128974,2.85E-06
5.920082219,3.18E-06
5.922035463,3.45E-06
5.923988707,3.93E-06
5.925941951,3.67E-06
5.927895195,3.20E-06
5.929848439,3.07E-06
5.931801683,2.57E-06
5.933754927,1.92E-06
5.935708171,2.47E-06
5.937661415,2.60E-06
5.939614659,3.04E-06
5.941567903,3.01E-06
5.943521147,3.78E-06
5.945474391,3.60E-06
5.947427635,3.20E-06
5.949380879,3.10E-06
5.951334123,2.74E-06
5.953287367,1.82E-06
5.955240611,2.00E-06
5.957193856,1.87E-06
5.9591471,2.37E-06
5.961100344,2.66E-06
5.963053588,3.60E-06
5.965006832,3.73E-06
5.966960076,3.18E-06
5.96891332,2.84E-06
5.970866564,2.22E-06
5.972819808,1.64E-06
5.974773052,1.35E-06
5.976726296,2.40E-06
5.97867954,2.47E-06
5.980632784,2.54E-06
5.982586028,2.72E-06
5.984539272,3.23E-06
5.986492516,2.84E-06
5.98844576,2.71E-06
5.990399004,2.55E-06
5.992352248,2.27E-06
5.994305493,1.72E-06
5.996258737,2.05E-06
5.998211981,2.18E-06
6.000165225,2.30E-06
6.002118469,2.66E-06
6.004071713,3.29E-06
6.006024957,2.83E-06
6.007978201,2.78E-06
6.009931445,2.56E-06
6.011884689,2.37E-06
6.013837933,1.69E-06
6.015791177,2.09E-06
6.017744421,2.24E-06
6.019697665,2.39E-06
6.021650909,2.49E-06
6.023604153,3.14E-06
6.025557397,2.96E-06
6.027510641,2.64E-06
6.029463885,2.50E-06
6.03141713,2.35E-06
6.033370374,1.77E-06
6.035323618,1.82E-06
6.037276862,2.23E-06
6.039230106,2.39E-06
6.04118335,2.42E-06
6.043136594,3.10E-06
6.045089838,3.05E-06
6.047043082,2.76E-06
6.048996326,2.64E-06
6.05094957,2.57E-06
6.052902814,2.04E-06
6.054856058,1.89E-06
6.056809302,2.24E-06
6.058762546,2.30E-06
6.06071579,2.39E-06
6.062669034,2.89E-06
6.064622278,3.22E-06
6.066575522,2.80E-06
6.068528767,2.76E-06
6.070482011,2.52E-06
6.072435255,2.22E-06
6.074388499,1.83E-06
6.076341743,2.38E-06
6.078294987,2.31E-06
6.080248231,2.43E-06
6.082201475,2.73E-06
6.084154719,3.29E-06
6.086107963,2.92E-06
6.088061207,2.89E-06
6.090014451,2.73E-06
6.091967695,2.54E-06
6.093920939,1.88E-06
6.095874183,2.29E-06
6.097827427,2.47E-06
6.099780671,2.62E-06
6.101733915,2.79E-06
6.103687159,3.39E-06
6.105640404,3.14E-06
6.107593648,2.92E-06
6.109546892,2.83E-06
6.111500136,2.68E-06
6.11345338,2.05E-06
6.115406624,2.12E-06
6.117359868,2.43E-06
6.119313112,2.48E-06
6.121266356,2.64E-06
6.1232196,3.21E-06
6.125172844,3.30E-06
6.127126088,2.87E-06
6.129079332,2.89E-06
6.131032576,2.74E-06
6.13298582,2.31E-06
6.134939064,2.15E-06
6.136892308,2.36E-06
6.138845552,2.45E-06
6.140798796,2.57E-06
6.142752041,3.18E-06
6.144705285,3.54E-06
6.146658529,3.15E-06
6.148611773,2.90E-06
6.150565017,2.78E-06
6.152518261,2.32E-06
6.154471505,1.92E-06
6.156424749,2.35E-06
6.158377993,2.60E-06
6.160331237,2.73E-06
6.162284481,2.99E-06
6.164237725,3.55E-06
6.166190969,3.02E-06
6.168144213,2.89E-06
6.170097457,2.73E-06
6.172050701,2.49E-06
6.174003945,1.96E-06
6.175957189,2.37E-06
6.177910433,2.47E-06
6.179863678,2.66E-06
6.181816922,2.83E-06
6.183770166,3.44E-06
6.18572341,3.14E-06
6.187676654,3.10E-06
6.189629898,2.75E-06
6.191583142,2.69E-06
6.193536386,1.95E-06
6.19548963,2.09E-06
6.197442874,2.44E-06
6.199396118,2.60E-06
6.201349362,2.76E-06
6.203302606,3.40E-06
6.20525585,3.21E-06
6.207209094,3.02E-06
6.209162338,2.79E-06
6.211115582,2.70E-06
6.213068826,2.03E-06
6.21502207,2.01E-06
6.216975315,2.41E-06
6.218928559,2.56E-06
6.220881803,2.58E-06
6.222835047,3.13E-06
6.224788291,3.40E-06
6.226741535,2.95E-06
6.228694779,2.73E-06
6.230648023,2.59E-06
6.232601267,2.15E-06
6.234554511,1.77E-06
6.236507755,2.35E-06
6.238460999,2.58E-06
6.240414243,2.70E-06
6.242367487,2.94E-06
6.244320731,3.40E-06
6.246273975,2.89E-06
6.248227219,2.75E-06
6.250180463,2.68E-06
6.252133707,2.42E-06
6.254086952,1.92E-06
6.256040196,2.34E-06
6.25799344,2.44E-06
6.259946684,2.46E-06
6.261899928,2.68E-06
6.263853172,3.28E-06
6.265806416,3.04E-06
6.26775966,2.82E-06
6.269712904,2.73E-06
6.271666148,2.57E-06
6.273619392,1.78E-06
6.275572636,2.10E-06
6.27752588,2.34E-06
6.279479124,2.56E-06
6.281432368,2.65E-06
6.283385612,3.26E-06
6.285338856,3.14E-06
6.2872921,2.83E-06
6.289245344,2.68E-06
6.291198589,2.55E-06
6.293151833,1.99E-06
6.295105077,2.00E-06
6.297058321,2.35E-06
6.299011565,2.50E-06
6.300964809,2.44E-06
6.302918053,2.98E-06
6.304871297,3.11E-06
6.306824541,2.78E-06
6.308777785,2.80E-06
6.310731029,2.66E-06
6.312684273,2.13E-06
6.314637517,1.68E-06
6.316590761,2.01E-06
6.318544005,2.29E-06
6.320497249,2.54E-06
6.322450493,2.79E-06
6.324403737,3.49E-06
6.326356981,2.91E-06
6.328310225,2.73E-06
6.33026347,2.46E-06
6.332216714,2.39E-06
6.334169958,1.76E-06
6.336123202,2.08E-06
6.338076446,2.39E-06
6.34002969,2.39E-06
6.341982934,2.76E-06
6.343936178,3.31E-06
6.345889422,3.05E-06
6.347842666,2.90E-06
6.34979591,2.61E-06
6.351749154,2.64E-06
6.353702398,1.67E-06
6.355655642,2.13E-06
6.357608886,2.37E-06
6.35956213,2.45E-06
6.361515374,2.59E-06
6.363468618,3.10E-06
6.365421862,3.31E-06
6.367375107,2.90E-06
6.369328351,2.82E-06
6.371281595,2.56E-06
6.373234839,1.97E-06
6.375188083,1.88E-06
6.377141327,2.17E-06
6.379094571,2.65E-06
6.381047815,2.50E-06
6.383001059,3.32E-06
6.384954303,3.20E-06
6.386907547,2.66E-06
6.388860791,2.58E-06
6.390814035,2.32E-06
6.392767279,2.31E-06
6.394720523,1.95E-06
6.396673767,2.44E-06
6.398627011,2.54E-06
6.400580255,2.29E-06
6.402533499,2.85E-06
6.404486744,3.36E-06
6.406439988,2.91E-06
6.408393232,2.90E-06
6.410346476,2.74E-06
6.41229972,2.40E-06
6.414252964,1.57E-06
6.416206208,2.15E-06
6.418159452,2.23E-06
6.420112696,2.50E-06
6.42206594,2.58E-06
6.424019184,3.17E-06
6.425972428,2.96E-06
6.427925672,2.77E-06
6.429878916,2.43E-06
6.43183216,2.50E-06
6.433785404,1.73E-06
6.435738648,2.01E-06
6.437691892,2.56E-06
6.439645136,2.53E-06
6.441598381,2.93E-06
6.443551625,3.20E-06
6.445504869,2.78E-06
6.447458113,3.01E-06
6.449411357,2.45E-06
6.451364601,3.15E-06
6.453317845,2.30E-06
6.455271089,2.33E-06
6.457224333,2.49E-06
6.459177577,2.45E-06
6.461130821,2.32E-06
6.463084065,2.86E-06
6.465037309,3.21E-06
